Acinetobacter	Aeromonas	Bacillus	Bacteroides	Bartonella	Bordetella	Borrelia	Brucella	Burkholderia	Campylobacter	Chlamydia	Clostridium	Corynebacterium	Coxiella	Enterobacter	Enterococcus	Escherichia	Francisellacf	Fusobacterium	Haemophilus	Helicobacter	Klebsiella	Kyrpidia	Legionella	Leptospira	Listeria	Mycobacterium	Mycoplasma	Neisseria	Pseudomonas	Rickettsia	Salmonella	Serratia	Shigella	Staphylococcus	Streptococcus	Vibrio	Yersinia	Group
ERR1449764	0	0	0	0	0	0	0	0	8.06894103217894e-05	0	0	0	7.26204692896104e-05	0	0	0	7.26204692896104e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000411515992641126	0	0	0	0	0	6.45515282574315e-05	0	0.000161378820643579	Natural Environment
ERR1449785	1.17105617556474e-05	0	0.000433290784958954	0	0	0	0	0	0	0	0	0.000163947864579064	0.00031618516740248	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140526741067769	0	0	0.000222500673357301	0	0	0	0	0.000585528087782371	0.000948555502207441	0	0.000655791458316255	Natural Environment
ERR1449786	0.00140104367601373	0	0	0	0	0	0	0	1.01524904058966e-05	0	0	0	0	0	1.01524904058966e-05	0	0	0	0	0	1.01524904058966e-05	0	0	0	0	0	2.03049808117931e-05	0	0	0.000111677394464862	0	1.01524904058966e-05	0	0	0	0	0	0.000659911876383277	Natural Environment
ERR1449787	0	0	1.63647372641432e-05	0	0	0	0	0	0	0	0	0	8.18236863207161e-06	0	0	0	8.18236863207161e-06	0	0	0	0	0	0	0	0	0	0	0	0	0.000433665537499795	0	8.18236863207161e-06	0	0	0	0	0	0	Natural Environment
ERR1449788	0	0	0	0	0	0	0	0	0	0	0	0	8.34898768524316e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	1.66979753704863e-05	0	0	7.51408891671885e-05	0	0	0	0	0	0	0	0	Natural Environment
ERR1449789	0	0	0	0	0	0	0	2.62798276043309e-05	0	0	0	0	6.13195977434388e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.75994253477697e-06	0	0	0	0	0	0	Natural Environment
ERR1449790	0	0	0	0	0	6.74013412866916e-06	0	0	0	6.74013412866916e-06	0	0	6.74013412866916e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.69605365146766e-05	0	0	0	0	0	0	0	4.0440804772015e-05	Natural Environment
ERR1449791	0	0	0	0	0	0	0	0	0	0	0	0	2.95506091119303e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.43259136678955e-05	Natural Environment
ERR1449794	1.22767172058192e-05	0	0.000282364495733841	0	0	0	0	0.000527898839850224	0	0	0	0.000171874040881468	0.00014732060646983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000626112577496777	0	0	0	0	0.000650666011908416	0.000282364495733841	0.000257811061322202	0.000540175557056043	Natural Environment
ERR1449795	0	0	0.000676601431012027	0	0	0	0	0	0	0	0	0	0.00211437947191258	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338300715506013	0	0	1.69150357753007e-05	0	0.000169150357753007	0	0	0.00316311168998122	0	0.00353524247703784	3.38300715506013e-05	Natural Environment
ERR1449796	0	0.000182940215137693	0	0	0	0	0	0.00108544527648365	0	0	0	0	0.00447593726370222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000500036588043028	0.000878113032660926	0	0.000719564846208259	0	0	0.00380515647486401	0.00328072785813596	0.0027441032270654	0.000731760860550772	Natural Environment
ERR1449797	0	0	6.12338623258662e-05	0	1.02056437209777e-05	0	0	0	0	0	0	2.04112874419554e-05	1.02056437209777e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.14395060468439e-05	0	0	0.00415369699443792	0	1.02056437209777e-05	0	0	0	0	0	2.04112874419554e-05	Natural Environment
ERR1449798	0	0	0	0	0	0.00544773170819315	0	1.19730367213036e-05	0.00026340680786868	0	0	0	0.00749512098753607	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19730367213036e-05	0	0	0	0	0.000371164138360412	0	0	0.000933896864261683	0.00366374923671891	0.00301720525376851	0	Natural Environment
ERR1449799	3.75611542542702e-05	0	2.81708656907027e-05	0	0	4.69514428178378e-05	0	0	0	0	0	0	0.000140854328453513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.39028856356756e-05	0	0	0	0	0	3.75611542542702e-05	4.69514428178378e-05	3.75611542542702e-05	Natural Environment
ERR1449800	0	0	0	0	0	0	0	0	0	0	0	0	0.000156340078756315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.9313764766809e-05	0	0	0	0	1.95425098445393e-05	1.95425098445393e-05	0	2.9313764766809e-05	Natural Environment
ERR1449815	0	0	0	0	0	1.34770889487871e-05	0	0	0	0	0	0	0.00840970350404313	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000768194070080862	0	0.00401617250673854	0.000539083557951483	0	0	0	0	0.00322102425876011	0	0	0.00828840970350404	Natural Environment
ERR1449816	0	0	0	0	0	0	0	0	0	0	0	0	0.000114694443575547	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0853535195554e-05	0	0	2.0853535195554e-05	0	0	0	0	4.17070703911081e-05	0	0	1.0426767597777e-05	Natural Environment
ERR1449817	0	0	0	0	0	9.25249123326456e-06	0	0	0	0	0	0	2.77574736997937e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.25249123326456e-06	0	0	0	0	1.85049824665291e-05	0	9.25249123326456e-06	9.25249123326456e-06	Natural Environment
ERR1449818	0	0	5.36210280223492e-05	0	0	0	0	0	4.28968224178794e-05	0	0	0	3.21726168134095e-05	0	1.07242056044698e-05	0	3.21726168134095e-05	0	0	0	0	0	0	0	0	0	0.000139414672858108	0	0	0.000643452336268191	0	0	0	0	0.000182311495275987	0	0	0	Natural Environment
ERR1449819	0	0	0	0	0	0	0	0	1.17005592867339e-05	0	0	0	2.34011185734678e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.19039150071373e-05	0	0	0	0	3.51016778602017e-05	2.34011185734678e-05	0	0	Natural Environment
ERR1449820	0	0	0	0	0	0	0	0	9.32305311343359e-06	0	0	0	9.32305311343359e-06	0	9.32305311343359e-06	0	0	0	0	0	0	0	0	0	0	0	9.32305311343359e-06	0	0	0.000139845796701504	0	0	0	0	0	1.86461062268672e-05	9.32305311343359e-06	9.32305311343359e-06	Natural Environment
ERR1449834	0.00269967811530164	0	2.3074171925655e-05	0	0	0	0	0	0.000772984759509443	0	0	0	0.0127484799889244	0	0	0	0	0	0	0.000484557610438755	0	0	0	0	0	0	0.000219204633293723	0	0	3.46112578884825e-05	0	0.000565317212178548	0	0	0.0242163434359749	0.00358803373443936	0.0015113582611304	0.00396875757121266	Natural Environment
ERR1449835	0	0	0.000469811078999445	0	0	0	0	0	0	0	0	0	0.000711834968180977	0	0.000996568955453368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00031320738599963	0	0	0	0	4.27100980908586e-05	0	4.27100980908586e-05	0.000227787189817913	Natural Environment
ERR1449836	1.20783157996449e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83132631985796e-05	0	0	0	0	0	0	0	0	Natural Environment
ERR1449837	0	0	0	0	0	0	0	0	0	0	0	0	6.9723337795627e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.39446675591254e-05	0	0	0	0	0	0	0	0.000209170013386881	0	0	0	Natural Environment
ERR1449838	0	0	0	0	0	0	0	0	0	0	0	0	0.00426882030573983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000677819440438419	0	0	0.000115373521776752	0	0	0	0	0.00318719353908278	0	0	0	Natural Environment
ERR1449839	0	0	0	0.000313419819034122	0	0	0	0	1.36269486536575e-05	0	0	0	0.000286165921726807	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36269486536575e-05	0	0	0.000286165921726807	0	8.17616919219448e-05	0	0	0.00010901558922926	6.81347432682874e-05	0	0	Natural Environment
ERR1449840	0	0	0	0	0	0	0	0	0	0	0	0	2.42957275963022e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.21478637981511e-05	0	1.21478637981511e-05	0	Natural Environment
ERR1449851	0	0	0.0105533342195953	0	0	0	0	0	0	0	0	0	0.00811952264569635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.06782971499862e-05	0	0.000715826933499678	0	0	1.02260990499954e-05	0	2.04521980999908e-05	0.00293489042734868	Natural Environment
ERR1449852	0	0.00180655919955531	0	0	0	0.00128157618429992	0	0	0	0	0	0	0.00152862701500834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00319622012229016	0	0	0	0	0.00395281329133469	1.54406769192761e-05	0	0.00358223704527206	Natural Environment
ERR1449853	0	0	0	0.00115354365114044	0	0	0	0	0	0	0	0	0.0261819452940662	0	0	0	0.000157301406973696	0	0	0	0	0	0	0	0	0	0	0	0.000751551166652102	1.74779341081884e-05	0	0	0	0	0.00213230796119899	0.0208162195228524	0.00449182906580442	0.0185440880887879	Natural Environment
ERR1449854	0	1.05032087302671e-05	0	0	0	0	0	0	0.000168051339684274	0	0	0	0.00312995620161959	0	0	0	0.00025207700952641	0	0	0	0	0	0	0	0	0	0	0	0	1.05032087302671e-05	0	0	0	0	0.00472644392862019	0.00463191505004779	0.00828703168818074	1.05032087302671e-05	Natural Environment
ERR1449855	0	0	0	0	0	0	0	0	0	0	0	0	0.000332336324360253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000864074443336657	0	0	0	0	0.000292455965437022	0.000810900631439016	5.31738118976404e-05	0.000252575606513792	Natural Environment
ERR1449864	9.36171806249883e-06	0	0	0	0	9.36171806249883e-06	0	0	0	0	0	0	9.36171806249883e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000215319515437473	0	0	0	0	9.36171806249883e-05	0	0	0	Natural Environment
ERR1449869	0	0	0	0	0	0	0	0	0	0	0	0	0.000374143478679167	0	0	0	0.000384833292355714	0	0	0	0	0	0	0	0	0	0.000149657391471667	0	0	0.000416902733385357	0	0	0	0	0.000138967577795119	0	1.06898136765476e-05	0.000662768447945952	Natural Environment
ERR1449870	5.96015635476837e-05	0	0	1.49003908869209e-05	0	4.96679696230698e-06	0	0	9.93359392461396e-05	0	0	0	0.000769853529157582	0	1.49003908869209e-05	0	2.48339848115349e-05	0	4.96679696230698e-06	0	0	0	0	0	0	0	0	0	0	9.93359392461396e-06	0	0	0	0	0.000700318371685284	0.000218539066341507	0	4.96679696230698e-05	Natural Environment
ERR1449871	0	0	0	0	0	7.19191628609443e-06	0	0	0	0	0	0.00656621956920421	0.015002337372793	0	0	0	0	0	0.0101693696285375	0	0	0	0	0	0	0	0	0	0	7.19191628609443e-06	0	0.000359595814304722	0	0	0.0136574490272933	0.0011650904383473	0.00307814017044842	0.00631450249919091	Natural Environment
ERR1449872	6.44949081270034e-06	0	0	0	0	0.000225732178444512	0	0	1.28989816254007e-05	0	0	0	0.0166332368059542	0	0.00526278450316347	1.28989816254007e-05	1.28989816254007e-05	0	6.44949081270034e-06	6.44949081270034e-06	0	0	0	0	0	0	6.44949081270034e-06	0	0	0.00447594662401403	0	1.28989816254007e-05	0	0	0.00419861851906792	0	6.44949081270034e-06	0.00835854009325964	Natural Environment
ERR1449752	0	0	5.4307980557743e-05	0	0	0	0	0	1.81026601859143e-05	0	0	0	5.4307980557743e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000208180592138015	0	0	0	0	0	3.62053203718286e-05	0	3.62053203718286e-05	Natural Environment
ERR1449753	0	0	4.82797910450644e-05	0	0	0	0	0	0	0	0	0	9.65595820901287e-05	0	5.79357492540772e-05	0	9.65595820901287e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Natural Environment
ERR1449765	0	0	0	0	0	0	0	0	0	0	0	0	1.27114873711373e-05	0	0.000101691898969098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197028054252628	0	0	0	0	6.35574368556865e-06	0	0	0	Natural Environment
ERR1449766	0	0	0	0	0	0	0	0	0	0	0	0	1.14881786641546e-05	0	6.89290719849275e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.59527146566183e-05	0	0	0	0	0	0	0	1.14881786641546e-05	Natural Environment
ERR1449767	0	0	0	1.02702092041615e-05	0	0	0	0	0	0	0	0	3.08106276124845e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000256755230104037	0	0	0	0	0	0	0	0.000369727531349814	Natural Environment
ERR1449768	0	0	0	0	0	1.8033777264817e-05	0	0	0	0	0	0	1.8033777264817e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.0168886324085e-06	0	0	5.4101331794451e-05	0	0	0	0	0	0	0	1.8033777264817e-05	Natural Environment
ERR1449769	0	0	0	0	0	0	0	0	0	0	0	0	3.84194248612098e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.92097124306049e-05	0	0	0.00257410146570106	0	0	0	0	5.76291372918147e-05	0	0	9.60485621530246e-06	Natural Environment
ERR1449801	0	0	0	0	0	0	0	0	1.10088511162975e-05	0	0	0	5.50442555814875e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	4.403540446519e-05	0	0	5.50442555814875e-05	0	0	0	0	2.2017702232595e-05	0	0	2.2017702232595e-05	Natural Environment
ERR1449802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000108283703302653	0	0	0	0	0	0	0	0	Natural Environment
ERR1449803	0	0	0	0	0	0	0	0	0.000343358555350671	0	0	0	5.08679341260253e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000165320785909582	0	1.27169835315063e-05	0.000394226489476696	0	0	0	0	0	0	0	2.54339670630127e-05	Natural Environment
ERR1449804	0	0	0	0	0	0	0	0	6.72992798977051e-05	0	0	1.3459855979541e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000336496399488525	0	0	0	0	0	0	0	0	1.3459855979541e-05	0	0	Natural Environment
ERR1449805	0	0	0.000794705814356722	0	0	0	0	0	0	0	0	0	0.000158941162871344	0	0	0	7.22459831233383e-05	0	0	0	0	0	0	0	0	0	0.00106924055022541	0	0	4.3347589874003e-05	0	0	0	0	2.88983932493353e-05	0	0	0	Natural Environment
ERR1449806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000338235935931567	0	0	0	0	0	1.09108366429538e-05	0	1.09108366429538e-05	Natural Environment
ERR1449807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16091433613114e-05	0	0	0	0	0	3.48274300839341e-05	0	0	0.00181102636436457	0	0	0	0	0	1.16091433613114e-05	0	0	Natural Environment
ERR1449821	0	0	8.12697587100864e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.43809276130259e-05	0	0	0	0	0	0	1.62539517420173e-05	0	Natural Environment
ERR1449822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04880069640366e-05	0	0	0.000209760139280732	0	0	0	0	0	0	0	0	Natural Environment
ERR1449823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14844938867608e-05	0	0	0	0	0	0	0	0	0	0	0	1.04948312955869e-05	0	0	0.0151125570656452	0	0	0	0	0	0	0	0	Natural Environment
ERR1449824	0	0	0	0	0	3.93504551535979e-05	0	0	0	0	0	0	6.55840919226632e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209869094152522	0	0	0	0	0	0	3.93504551535979e-05	0	Natural Environment
ERR1449841	0	0	0	0	0	0	0	0	2.58117804966187e-05	0	0	0	0	0	3.8717670744928e-05	0	2.58117804966187e-05	0	0	0	0	0	0	0	0	0	0	0	0	1.29058902483093e-05	0	0	0	0	0	0	0	0	Natural Environment
ERR1449842	0	0	0	0	0	0	0	0	1.21075635949778e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00638068601455329	0	0	0	0	4.84302543799111e-05	0	0	0	Natural Environment
ERR1449843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00891864556951445	0	0	0	0	0	0	0	0	Natural Environment
ERR1449844	0	0	3.36315329252707e-05	1.34526131701083e-05	0	0	0	0	0	0	0	0	4.03578395103249e-05	0	6.72630658505415e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000107620905360866	0	6.72630658505415e-06	0	0	6.72630658505415e-06	1.34526131701083e-05	6.72630658505415e-06	6.72630658505415e-06	Natural Environment
ERR1449845	0	0	1.87492383121936e-05	9.37461915609678e-06	0	0	0	0	0	0	0	9.37461915609678e-06	4.68730957804839e-05	0	5.62477149365807e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061122516897751	0	0	0	0	0	2.81238574682903e-05	0	0	Natural Environment
ERR1449846	7.27643163792476e-06	0	1.45528632758495e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45528632758495e-05	0	0	0.0044386232991341	0	0	0	0	0	2.18292949137743e-05	7.27643163792476e-06	7.27643163792476e-06	Natural Environment
ERR1449856	0.00329198520589781	0	0	0	0	0.00282595115566529	0	0	0.000495780904502682	0	0	0	0.00912236864284935	0	0.0024590732863333	0.00152700518586826	0	0	0	0	0	0	0	0	0	0	0.00119978978889649	0	0	0.00391666914557119	0	2.97468542701609e-05	0	0	0.00921160920565984	0.00253839823105373	0	0.00140801776878762	Natural Environment
ERR1449873	0	0	0	5.90876861262113e-06	0	0	0	0	1.77263058378634e-05	0	0	0	0.000177263058378634	0	0	0	0	0	1.18175372252423e-05	0	0	0	0	0	0	0	3.54526116757268e-05	0	0	0.00157173245095722	0	0	0	0	0.000242259513117466	0.000153627983928149	0	4.13613802883479e-05	Natural Environment
ERR1449747	0.00144379511859746	0	0.00240632519766243	0.00778863625202573	0	0.00220989048764917	0	0	0	9.82173550066297e-06	0	9.82173550066297e-06	0.00177773412562	0	0	0.00121789520208221	0.00383047684525856	0	0	0	0	0	0	0	0	0	0	0	0	0.00191523842262928	0	0	0	0	0.00183666453862397	0.0010607474340716	0	0.00062859107204243	Natural Environment
ERR1449749	0	0	0	0	0	0	0	0	0	0	0	9.40379913485048e-05	0.000814995925020375	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04486657053894e-05	0	0	0.00347940567989468	0	0	0	0	0.00161954318433536	0.000156729985580841	0	0.000470189956742524	Natural Environment
ERR1449750	0	0	0	0	0	0	0	0	0	0	0	0	0.00288352137019377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.68530533190894e-06	0	0	0	0	0	0.000121594274646725	0	2.60559159957268e-05	Natural Environment
ERR1449760	0	0	7.94975753239526e-06	0	0	7.94975753239526e-06	0	0	0	0	0	0	7.94975753239526e-06	0	0	0	0.00030209078623102	0	0	0	0	0	0	0	0	0	6.35980602591621e-05	0	9.53970903887431e-05	0.000174894665712696	0	0	0	0	5.56483027267668e-05	0.000214643453374672	0.000413387391684554	7.94975753239526e-06	Natural Environment
ERR1449761	0	0	0	0	0	0	0	0	0	0	0	0	0.0128546146264956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05973739707301e-05	0	0	0	0	0.00256456450091667	0	0	0.0226995750453038	Natural Environment
ERR1449762	0	0	0.0003446982369699	0	0	0	0	0	0	0	0	0	0.000496770988574267	0	0	0	0	0	0	0	0	0	0	0	0	1.01381834402912e-05	0	0	0	0.000405527337611647	0	0	0	0	0	0.000192625485365532	0	0.00017234911848495	Natural Environment
ERR1449778	0	0	0	0	0	0	0	0	0	0	0	0	0.000258421047400384	0	0	0	8.94534394847482e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00339923070042043	0	0	0	0	0.000188846150023357	0	0	0.000228603234238801	Natural Environment
ERR1449779	0	0	0	0.000466396156895667	0	0	0	0	0.000606315003964367	0	0	0	0.000652954619653934	0	0.000404210002642912	0.00105716462229685	0	0	0	0	0	0	0	0	0	0	0.00104161808373366	0	1.55465385631889e-05	0.000108825769942322	0	0	0	0	0	0.000575221926837989	0	0.00222315501453601	Natural Environment
ERR1449780	0.000124155740961462	0	0	0	0	0	0	0	0	0	0	0	0.000571116408422725	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000571116408422725	0	0.00062077870480731	0	0	0.000223480333730632	0	0	0.000397298371076679	Natural Environment
ERR1449781	0.000203174029844008	0	0	0	0	0	0	0	5.64372305122243e-05	0	0	0	0.000214461475946452	0	0	0	0	0	0	0	0	0	0	0	0	0	2.25748922048897e-05	0	0	0.000744971442761361	0	0	0	0	0.000101587014922004	4.51497844097794e-05	0	0.000146736799331783	Natural Environment
ERR1449782	0	0	0	0	0	0.00140938869701241	0	0	0	0	0	0	0.00260194836371521	0	0	0	0.00176560781823532	0	0	0	0	0	0	0	0	0	0	0	0	3.09755757585144e-05	0	0	0	0	0	0.00399584927284836	0	0.00280328960614555	Natural Environment
ERR1449783	0	0	0.00475780559303895	0	0	0	0	0	0.00371085570704016	0	0	0	0.00559536550183798	0	0	0	0.000860825461821227	0	0	0	0	0	0	0	0	0	0	0	0	0.00208226699548648	0	0	0	0	0	0.00255921083244149	0	0.00935275231492253	Natural Environment
ERR1449784	0	0	0	0	0	0	0	0	0	0	0	0	0.0130932056531841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28364761305726e-05	0	1.28364761305726e-05	0	0	0.00575074130649654	3.85094283917179e-05	3.85094283917179e-05	0.0104745645225473	Natural Environment
ERR1449792	0	0	0	0	0	8.16226584499857e-06	0	0	0	0	0	0	6.52981267599886e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.713586091499e-05	0	0	0	0	0.00011427172182998	8.97849242949843e-05	8.16226584499857e-05	0.000155083051054973	Natural Environment
ERR1449793	0	0	0	0	0	0	0	0	0	0	0	0	0.0110669921927401	0	0	0	0.00118047916722561	0	0	0	0	0	0	0	0	0	0	0	0	1.34145359912001e-05	0	0.00342070667775602	0	0	0.00238778740643361	0	0	0.00415850615727202	Natural Environment
ERR1449813	0	0	0	0	0	0.0107148760951565	0	0	0.00501931082157402	0	0	0	0.0390724794493786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50836301338984e-05	0	0	0	0	0.013900785957952	0.000405752671205085	0	4.50836301338984e-05	Natural Environment
ERR1449814	0	0	0	6.0980815435464e-05	0	0	0	0	0	0	0	0	6.0980815435464e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225629017111217	0	0	0	0	1.21961630870928e-05	0	2.43923261741856e-05	3.65884892612784e-05	Natural Environment
ERR1449832	0	0	7.82460368382341e-06	0	0	7.82460368382341e-06	0	0	0.00059466987997058	0	0	1.56492073676468e-05	2.34738110514702e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56492073676468e-05	0	0	0.000172141281044115	0	0	0	0	5.47722257867639e-05	3.12984147352937e-05	0	7.82460368382341e-06	Natural Environment
ERR1449833	0	0	0	0	0	0	0	0	8.53198641707762e-06	0	0	8.53198641707762e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55959592512329e-05	0	0	3.41279456683105e-05	0	0	0	0	8.53198641707762e-06	0	0	0	Natural Environment
ERR1449859	0	1.32904494830015e-05	0	0	0	0	0	0	0	0	0	0	0.004419074453098	0	0	0	0.00154169214002818	0	0	0	0	0	0	0	0	0	0	0	0	1.32904494830015e-05	0	0.00218627893995375	0	6.64522474150076e-06	0.00592089524467718	0	0	0.00297706068419234	Natural Environment
ERR1449860	1.16427989288625e-05	0	0	0	0	0	0	0	0	0	0	0	0.0175456979857958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3285597857725e-05	0	0	0	0	0.000570497147514262	0.00509954593084177	0	0.022691815112353	Natural Environment
ERR1449861	0	0.00418025393741761	1.73454520224797e-05	0	0	0	0	0	0	0	0	0	0.0140498161382086	0	0.00752792617775619	0	0.00308749046000139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121418164157358	0.00310483591202387	0	0	Natural Environment
ERR1449862	1.93053919959845e-05	1.93053919959845e-05	0	0	0	1.93053919959845e-05	0	0	1.93053919959845e-05	0	0	0	0.0122203131334582	0	5.79161759879534e-05	0	1.93053919959845e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00366802447923705	0	1.93053919959845e-05	0	0	0.0164288885885828	0	0.00326261124732138	0.0082047915982934	Natural Environment
ERR1449863	0	0	0.00164973060250268	0	0	0	0	0	0.00210603906702469	0	0	0	0.0213938468558592	0	0	0	0.000351006511170782	0	0	0	0	0	0	0	0	0	0	0	0	0.00229909264816862	0	0	0	0	0.00770459292019867	0.00149177767247582	0	0.0082135523613963	Natural Environment
ERR1449865	1.64657841006389e-05	0	0	0	0	0	0	0	0.0100441283013897	0	0	0	0.0066521767766581	0	0.000856220773233221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000115260488704472	0	0	0	0	0.00302970427451755	9.87947046038332e-05	0.00571362708292169	0.00423170651386419	Natural Environment
ERR1449866	0	0	0	0	0	0.00125245632598415	0	0	0	0	0	0	0.00278563562158544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000906951132609212	2.15940745859336e-05	2.15940745859336e-05	0	Natural Environment
ERR1449867	0	0	0	0	0	2.58765687669815e-05	0	0	0	0	0	0	0.0275067925993013	0	0	0	0.000905679906844352	0	0	0	0	0	0	0	0	0	0	0	0	5.1753137533963e-05	0	0	0	0	0.00696079699831802	0.0034933367835425	0.0061586233665416	0.00574459826626989	Natural Environment
ERR1730285	0.0369567834356567	0	4.0126800690181e-05	0	0	0	0	0	0	0	0	0	0.0380535826545216	0	0	0	2.67512004601206e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00399930446878804	0	0	0	0	0.00465470888006099	0	0	0	Natural Environment
ERR1730286	0	0	0.396517010801675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00532000881769417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.46961569549563e-05	0.00571680505547799	0	0	0	Natural Environment
ERR1730288	0	0	1.32795070646978e-05	0	0	0	0	0	8.85300470979851e-06	0	0	0	4.42650235489925e-06	0	0	0	0.0109600198307305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.19710329685895e-05	0	8.85300470979851e-06	0	0	Natural Environment
ERR1730289	0	0	4.59647844087451e-05	0	0	0	0	0	0	0	0	0	3.28319888633894e-06	0	0	0	0.0151289804682498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28319888633894e-05	0	0	0	0	Natural Environment
ERR1730290	0.00358447088628064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229082725814928	0	0	0	0	0	0	0	0	0	Natural Environment
ERR1730296	0	0	0.0198701554200275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196734212079481	0	0	0	0	0.00236081054495377	0	0	0	Natural Environment
ERR1730297	0	0	0.0143513203214696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0314293915040184	0	0	0	0	0.00803673938002296	0	0	0	Natural Environment
